id,title,url,score,by,time,descendants,kids,domain,comment_count,date,hour
49539389,Paint.net 5.2 alpha now runs on Linux,https://forums.paint.net/topic/134562-paintnet-52-alpha-build-9739/,206,judah,2026-09-02 17:18:39,176,"[49539777 49540512 49539919 49539966 49540987 49539616 49539683 49555253
 49539933 49539749 49552936 49549031 49518199 49543174 49540633 49546878
 49542150 49548323 49521089 49519345 49540780 49539923 49540244 49540713
 49540141 49542686 49541078 49540824 49540383]",forums.paint.net,176,2026-09-02,17
49540078,AI is stopping startups from completing puberty,https://ashley.rolfmore.com/ai-is-stopping-startups-from-completing-puberty/,37,mooreds,2026-09-02 18:06:14,4,[49550731 49543522],ashley.rolfmore.com,4,2026-09-02,18
49540143,The Overton Window of Food,https://think-twice.me/?p=116,24,zug_zug,2026-09-02 18:11:34,22,[49543115 49548413 49544551 49549641 49543884],think-twice.me,22,2026-09-02,18
49540574,Using Cloudflare Workers and reCAPTCHA v3 for a Static Site Contact Form,https://nooshu.com/blog/2026/03/09/using-cloudflare-workers-and-recaptcha-v3-for-a-static-site-contact-form/,39,speckx,2026-09-02 18:43:30,9,[49542427 49542084 49541996],nooshu.com,9,2026-09-02,18
49540833,Selling Software Worldwide from Europe,https://holtwick.de/blog/sell-from-europe,38,viermalbe,2026-09-02 19:03:09,4,[49552094 49547114],holtwick.de,4,2026-09-02,19
49541458,Fable 5.1 World Modeling,https://github.com/PhiloLabs/fable51-worlds,323,surreal_,2026-09-02 19:49:01,94,"[49542571 49547382 49542295 49542193 49542730 49542322 49551546 49548856
 49543293 49548364 49546651 49548143 49542543 49543087 49546517 49542952
 49542335 49544983 49547144 49544868 49546605 49543762 49545634 49544303
 49542442 49543276 49541459 49545655 49543411 49545115 49547031 49544985]",github.com,94,2026-09-02,19
49541519,I wanna live an NPC life,https://signalundefied.bearblog.dev/i-wanna-live-an-npc-life/,284,conferza,2026-09-02 19:52:53,256,"[49543330 49542383 49541926 49542528 49542241 49542419 49542709 49542951
 49542379 49542735 49542751 49543965 49542214 49551995 49542623 49542524
 49544586 49543018 49547303 49548097 49542970 49551966 49543747 49542694
 49543283 49543303 49542031 49545057 49544796 49542018 49545742 49543228
 49543111 49542184 49544325 49543128 49545387 49542141 49542783 49542324
 49543549 49545288 49543022 49543450 49544420 49545664 49542588 49542598
 49542327 49542468 49542945 49545832 49544157 49543988 49542604 49543285
 49543503 49541929 49542827 49542907 49543250 49545470 49546525 49542859
 49543186 49544329 49545564 49542258 49542701 49545685 49546920 49543316
 49543030 49541965 49552175 49542871 49542089 49542835 49542417 49542232
 49542832 49542860 49543788 49545661 49545036 49543251 49543615 49543164
 49545042 49542215]",signalundefied.bearblog.dev,256,2026-09-02,19
49541619,The Silo · interactive 3D cutaway,https://3dscenes.qualityf2p.workers.dev/silo,72,duck,2026-09-02 19:59:12,15,"[49549650 49545651 49543795 49546840 49546031 49545365 49544895 49545827
 49545610 49548234]",3dscenes.qualityf2p.workers.dev,15,2026-09-02,19
49542443,Mamdani bans AI in NYC schools,https://www.nytimes.com/2026/09/01/nyregion/ai-ban-schools-nyc.html,206,handfuloflight,2026-09-02 20:57:04,163,"[49543162 49543320 49543049 49542792 49543156 49543449 49549338 49544733
 49543281 49545083 49548869 49543827 49543234 49543806 49543346 49543184
 49546389 49547005 49543444 49544635 49543241 49543247 49543050 49544533
 49543496 49543140 49542917 49543304 49543557 49542959 49543409 49543377
 49543267 49543033]",nytimes.com,163,2026-09-02,20
49543007,Uber shuts operations in Nigeria and Uganda with immediate effect,https://www.bbc.com/news/articles/c86xpv8l9y9o,136,yakkomajuri,2026-09-02 21:46:33,113,"[49543553 49543793 49544581 49546817 49543574 49543817 49544808 49543772
 49545004 49544739 49544117 49543719 49545012]",bbc.com,113,2026-09-02,21
49544903,It's Like Having 150 Extra Engineers (1951),https://commons.wikimedia.org/wiki/File:IBM_150_Extra_Engineers_1951.jpg,70,glimshe,2026-09-03 01:30:11,2,[49546243 49549669 49544973],commons.wikimedia.org,2,2026-09-03,1
49545411,"Show HN: The cheapest GPU cloud – H100s at $2.04/HR, H200s at $3/HR",https://compute.cheap/,46,EmiCorleone,2026-09-03 02:50:47,20,"[49550933 49548536 49547734 49546699 49548730 49547264 49548582 49551513
 49545740]",compute.cheap,20,2026-09-03,2
49548530,A dark horse enters China's AI race: StartLux,https://chinaonchina.com/article/chen-dawei-returns-enters-the-large-model-sector,53,try-working,2026-09-03 11:12:57,28,[49549636 49553171 49548743 49550430 49551354 49550340 49549047],chinaonchina.com,28,2026-09-03,11
49548625,4.5B Posts Scraped from TikTok,https://tiktok-api.seeksocial.io/,51,TheOnlyWayUp,2026-09-03 11:25:49,58,"[49549056 49548876 49552916 49548968 49548857 49548898 49549212 49548626
 49548873 49548902 49548988 49548911 49550156 49548881 49548860 49552474
 49552466 49548956]",tiktok-api.seeksocial.io,58,2026-09-03,11
49548962,Show HN: I built my first MCP to manage Google Ads,https://adchestra.com/,14,MichalKrk,2026-09-03 12:11:44,10,[49550587 49549248 49549133 49549117 49549664 49552554],adchestra.com,10,2026-09-03,12
49549297,UN warns of 'supersized' El Niño as countries prepare for impact,https://www.bbc.com/news/articles/c17jqp0xzpzo,18,blondie9x,2026-09-03 12:49:42,0,,bbc.com,0,2026-09-03,12
49549602,"Ask HN: Founders that raised funding and shutdown, did you raise again?",,17,asim,2026-09-03 13:21:49,1,[49554876],,1,2026-09-03,13
49549668,"UK's Online Safety Act has made 'absolutely no difference,' kids say",https://www.theregister.com/security/2026/09/03/uks-online-safety-act-has-made-absolutely-no-difference-kids-say/5293893,29,Bender,2026-09-03 13:28:27,6,[49551962 49554111 49553125 49552718],theregister.com,6,2026-09-03,13
49549676,Claude outage – Resolved,https://status.claude.com/incidents/461yvfrzpwtt,203,__vivek,2026-09-03 13:29:12,147,"[49549915 49550688 49550078 49549951 49549929 49550399 49549872 49549910
 49549938 49550887 49549833 49550036 49550771 49549865 49550593 49550888
 49549832 49550627 49550681 49551415 49550905 49550658 49549823 49549894
 49551452 49551835 49550750 49550694 49551227 49549879 49551287 49550853
 49550786 49550336 49550969 49549952 49550007 49551230 49550796 49550701
 49550573 49550527 49550862 49550119 49549948 49550230 49550618 49551845
 49550513 49550554 49550166 49551305]",status.claude.com,147,2026-09-03,13
49549714,Live Atomic Spatial Audio,https://panaudia.com/,3,paulharter,2026-09-03 13:32:26,0,,panaudia.com,0,2026-09-03,13
49550016,Show HN: A benchmark for flight search intent,https://fjmatrix.github.io/flight-search-intent-eval/,4,rabbit_1,2026-09-03 13:59:00,0,[49550215 49550023],fjmatrix.github.io,0,2026-09-03,13
49550204,"How the Hell Did an Island Suddenly Appear, Then Vanish?",https://www.404media.co/how-the-hell-did-an-island-suddenly-appear-then-vanish/,13,Brajeshwar,2026-09-03 14:15:03,3,[49551016 49550240],404media.co,3,2026-09-03,14
49550886,Elevated errors across ChatGPT and Codex,https://status.openai.com/incidents/01M1KWEDH417T2CF44YYHZDFCR,17,tosh,2026-09-03 14:59:08,2,[49550924 49550929],status.openai.com,2,2026-09-03,14
49551293,Anatomy of a Browser,https://medium.com/@Koukyosyumei/anatomy-of-a-browser-95014ab378f8,11,syumei,2026-09-03 15:14:14,0,,medium.com,0,2026-09-03,15
49551601,Inside Google’s $200bn Wall Street finance machine for Anthropic,https://www.ft.com/content/549f2e23-5aa2-49c7-9ea6-a9784ab7087c,19,porridgeraisin,2026-09-03 15:26:27,2,[49555745 49551606],ft.com,2,2026-09-03,15
49551729,"Borg Complex, technofatalism and think-hostility",https://axbom.com/technofatalism/,5,speckx,2026-09-03 15:34:35,0,,axbom.com,0,2026-09-03,15
49552164,'Starwashing': The new space race has an environmental problem,https://grist.org/technology/starwashing-space-race-environment-spacex/,11,speckx,2026-09-03 15:58:10,6,[49555000 49552549 49552200],grist.org,6,2026-09-03,15
49552375,Texas Data Center Map: See where data centers are operating or planned,https://www.kxan.com/news/texas/texas-data-center-tracker-see-where-600-projects-are-operating-or-planned-across-state-in-interactive-map/,33,simonpure,2026-09-03 16:10:12,29,"[49553008 49552853 49553500 49553491 49552732 49553485 49553543 49553244
 49553459 49552755]",kxan.com,29,2026-09-03,16
49552395,OpenAI's new reasoning technique alarms AI safety experts,https://techcrunch.com/2026/09/02/openais-new-reasoning-technique-alarms-ai-safety-experts/,35,Brajeshwar,2026-09-03 16:11:24,17,"[49555441 49554055 49553079 49555342 49555151 49554976 49553361 49554367
 49554331 49554783 49553214 49555453]",techcrunch.com,17,2026-09-03,16
49553273,Echo Is Acquiring Minimus,https://www.echo.ai/blog/echo-is-acquiring-minimus,6,devy,2026-09-03 17:07:00,2,[49553507 49553304],echo.ai,2,2026-09-03,17
49553320,What archaeology reveals about the rise of autocracy,https://knowablemagazine.org/content/article/society/2026/what-archaeology-reveals-about-rise-of-autocracy,6,knowablemag,2026-09-03 17:10:05,1,[49555145],knowablemagazine.org,1,2026-09-03,17
49553438,Meta wanted to reduce teams by 60% because of AI,https://newsletter.pragmaticengineer.com/p/the-pulse-meta-wanted-to-reduce-teams,14,Plasmoid,2026-09-03 17:18:25,5,[49553998 49553915],newsletter.pragmaticengineer.com,5,2026-09-03,17
49553443,Government-funded journalism can work if it's free to report the truth,https://theconversation.com/stars-and-stripes-shows-how-government-funded-journalism-can-work-if-its-free-to-report-the-truth-290477,7,chmaynard,2026-09-03 17:18:42,12,[49554095 49553805 49553783],theconversation.com,12,2026-09-03,17
49553467,Ig Nobel Prize Winners,https://arstechnica.com/science/2026/09/meet-the-2026-ig-nobel-prize-winners/,12,Tomte,2026-09-03 17:20:34,0,,arstechnica.com,0,2026-09-03,17
49553675,Pause AI Development Now,https://twitter.com/BernieSanders/status/2095542398084415952,12,Visby,2026-09-03 17:34:48,7,[49554420 49553965 49553918 49553716 49553979 49555583 49554067],twitter.com,7,2026-09-03,17
49553683,Get to Know Your Phone's Built-In Emergency Kit,https://www.nytimes.com/2026/09/02/technology/personaltech/iphone-android-emergency-features.html,4,rafaelc,2026-09-03 17:35:08,2,[49553739 49553837],nytimes.com,2,2026-09-03,17
49553808,Microsoft releases MAI-Transcribe-2,https://venturebeat.com/infrastructure/microsoft-ais-mai-transcribe-2-undercuts-openai-google-and-elevenlabs-on-price-and-speed,5,MariBee,2026-09-03 17:44:06,0,[49553809],venturebeat.com,0,2026-09-03,17
49555681,Claude Fable 5.1 decoded a centuries-old royalist message hidden in since 1653,https://the-decoder.com/claude-fable-5-1-decoded-a-centuries-old-royalist-message-hidden-in-plain-sight-since-1653/,5,Vaslo,2026-09-03 19:44:13,0,,the-decoder.com,0,2026-09-03,19
49557069,If a startup worth your career,https://www.thetrueengineer.com/p/ego-equity-or-exit-checklist-to-decide,9,adletbalzhanov,2026-09-03 21:10:46,2,[49557660 49557366],thetrueengineer.com,2,2026-09-03,21
49557918,Tim Cook donated $1M to Trump's inauguration,https://bsky.app/profile/rbreich.bsky.social/post/3munhxxqhqm2n,3,doener,2026-09-03 22:20:39,0,,bsky.app,0,2026-09-03,22
